index	arabish	class	words	tokens	pos	lem
15241	.	arabizi	.	.	PUNC	PUNC
15242	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15243	chnowa	arabizi	شنوا	شنوّة	INTERROG_PRON	شنوّة
15244	elli	arabizi	اللي	اللي	REL_PRON	اللي
15245	yemchi	arabizi	يمشي	يمشي	IV3MS-IV	مشى
15246	m3a	arabizi	مع	مع	PREP	مع
15247	hedha	arabizi	هاذا	هاذا	DEM_PRON_3MS	هاذا
15248	7assb	arabizi	حسب	حسب	ADV	حسب
15249	rayek	arabizi	رايك	راي+ك	NOUN+PRON_2S	راي
15250	?	arabizi	؟	؟	PUNC	PUNC
15251	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15252	ey	arabizi	اي	اي	INTERJ	اي
15253	.	arabizi	.	.	PUNC	PUNC
15254	nlouj	arabizi	نلوّج	نلوّج	IV1S-IV	لوّج
15255	fi	arabizi	في	في	PREP	في
15256	rouba	arabizi	روبة	روبة	NOUN-NSUFF_FEM_SG	روبة
15257	.	arabizi	.	.	PUNC	PUNC
15258	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15259	Yatik	arabizi	يعطيك	يعطي+ك	IV3MS-IV+IVSUFF_IO:2S	عطى
15260	essa7a	arabizi	الصحّة	ال+صحّة	DET+[NOUN-NSUFF_FEM_SG]INTERJ	صحّة
15261	elli	arabizi	اللي	اللي	REL_PRON	اللي
15262	jebtni	arabizi	جبتني	جبت+ني	PV-PVSUFF_SUBJ:2S+PVSUFF_DO:1S	جاب
15263	lhouni	arabizi	لهوني	ل+هوني	PREP+ADV	هنا
15264	ba3d	arabizi	بعد	بعد	ADV	بعد
15265	wa9t	arabizi	وقت	وقت	NOUN	وقت
15266	l5edma	arabizi	الخدمة	ال+خدمة	DET+NOUN-NSUFF_FEM_SG	خدمة
15267	.	arabizi	.	.	PUNC	PUNC
15268	mzitek	arabizi	مزيتك	مزية+ك	NOUN-NSUFF_FEM_SG+POSS_PRON_2S	مزية
15269	kbira	arabizi	كبيرة	كبيرة	ADJ-NSUFF_FEM_SG	كبير
15270	bel7a9	arabizi	بالحق	ب+ال+حق	[PREP+DET+NOUN]ADV	حقّ
15271	.	arabizi	.	.	PUNC	PUNC
15272	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15273	lmafroudh	arabizi	المفروض	ال+مفروض	DET+NOUN	مفروض
15274	toskhen	arabizi	تسخن	تسخن	IV3FS-IV	سخن
15275	dinya	arabizi	الدنيا	ال+دنيا	DET+NOUN	دنيا
15276	ilyoum	arabizi	اليوم	ال+يوم	[DET+NOUN]ADV	يوم
15277	fi	arabizi	في	في	PREP	في
15278	La3chia	arabizi	العشية	ال+عشية	DET+NOUN-NSUFF_FEM_SG	عشية
15279	.	arabizi	.	.	PUNC	PUNC
15280	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15281	Wini	arabizi	ويني	ويني	INTERROG_ADV	وين
15282	ejjbena	arabizi	الجبّانة	ال+جبّانة	DET+NOUN-NSUFF_FEM_SG	جبّانة
15283	?	arabizi	؟	؟	PUNC	PUNC
15284	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15285	mechoui	arabizi	مشوي	مشوي	ADJ	مشوي
15286	hedha	arabizi	هاذا	هاذا	DEM_PRON_3MS	هاذا
15287	.	arabizi	.	.	PUNC	PUNC
15288	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15289	ytab3ath	arabizi	يتبعث	يتبعث	IV3MS-IV	تبعث
15290	3alb7ar	arabizi	عالبحر	ع+ال+بحر	PREP+DET+NOUN	بحر
15291	?	arabizi	؟	؟	PUNC	PUNC
15292	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15293	khtar	arabizi	خطر	خطر	NOUN	خطر
15294	ken	arabizi	كان	كان	PV-PVSUFF_SUBJ:3MS	كان
15295	ma	arabizi	ما	ما	NEG_PART	ما
15296	nraou7ech	arabizi	نروحش	نروح+ش	IV1S-IV+NEG_PART	روح
15297	liloutil	arabizi	للوتيل	ل+ال+وتيل	PREP+DET+NOUN	وتيل
15298	fi	arabizi	في	في	PREP	في
15299	taxi	arabizi	تاكسي	تاكسي	NOUN	تاكسي
15300	.	arabizi	.	.	PUNC	PUNC
15301	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15302	bech	arabizi	باش	باش	FUT_PART	باش
15303	nousslou	arabizi	نوصلوا	نوصلوا	IV1P-IV-IVSUFF_SUBJ:P	وصل
15304	fi	arabizi	في	في	PREP	في
15305	lwa9t	arabizi	الوقت	ال+وقت	DET+NOUN	وقت
15306	?	arabizi	؟	؟	PUNC	PUNC
15307	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15308	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
15309	ala	arabizi	على	على	PREP	على
15310	choya	arabizi	شوية	شوية	ADV	شويّة
15311	sarf	arabizi	صرف	صرف	NOUN	صرف
15312	.	arabizi	.	.	PUNC	PUNC
15313	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15314	tahki	arabizi	تحكي	تحكي	IV3FS-IV	حكى
15315	becchwayya	arabizi	بالشوية	ب+ال+شوية	PREP+DET+NOUN-NSUFF_FEM_SG	شوية
15316	y3ichek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+IVSUFF_DO:2S]INTERJ	عيّش
15317	?	arabizi	؟	؟	PUNC	PUNC
15318	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15319	nlouj	arabizi	نلوّج	نلوّج	IV1S-IV	لوّج
15320	fi	arabizi	في	في	PREP	في
15321	mo7arma	arabizi	محرمة	محرمة	NOUN-NSUFF_FEM_SG	محرمة
15322	7rir	arabizi	حرير	حرير	ADJ	حرير
15323	.	arabizi	.	.	PUNC	PUNC
15324	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15325	nmchy	arabizi	نمشي	نمشي	IV1S-IV	مشى
15326	m3a	arabizi	مع	مع	PREP	مع
15327	essab3a	arabizi	السبعة	ال+سبعة	DET+NOUN_NUM	سبعة
15328	ghodwa	arabizi	غدوة	غدوة	[NOUN-NSUFF_FEM_SG]ADV	غدوة
15329	fi	arabizi	في	في	PREP	في
15330	essbe7	arabizi	الصباح	ال+صباح	DET+NOUN	صباح
15331	,	arabizi	،	،	PUNC	PUNC
15332	dounek	arabizi	دونك	دون+ك	PREP+PRON_2S	دون
15333	madhabiya	arabizi	ماذابيا	ماذا+ب+يا	PSEUDO_VERB+PREP+PRON_1S	ماذا
15334	tmedli	arabizi	تمدّ لي	تمدّ+ل+ي	IV2S-IV+[PREP+PRON_1S]IVSUFF_IO:1S	مدّ
15335	lfatoura	arabizi	الفاتورة	ال+فاتورة	DET+NOUN-NSUFF_FEM_SG	فاتورة
15336	tawa	arabizi	توا	توّا	ADV	توّا
15337	.	arabizi	.	.	PUNC	PUNC
15338	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15339	fama	arabizi	فمّة	فمّة	PSEUDO_VERB	فمّة
15340	arb3a	arabizi	اربعة	اربعة	NOUN_NUM	اربعة
15341	fsoul	arabizi	فصول	فصول	NOUN	فصل
15342	mo5telfa	arabizi	مختلفة	مختلفة	ADJ-NSUFF_FEM_SG	مختلف
15343	.	arabizi	.	.	PUNC	PUNC
15344	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15345	t7eb	arabizi	تحب	تحب	IV2S-IV	حبّ
15346	lilha	arabizi	لها	ل+ها	PREP+PRON_3FS	ل
15347	tes3a	arabizi	تسعة	تسعة	NOUN_NUM	تسعة
15348	wtes3in	arabizi	وتسعين	و+تسعين	CONJ+NOUN_NUM	تسعين
15349	nhar	arabizi	نهار	نهار	NOUN	نهار
15350	lkarta	arabizi	الكارطة	ال+كارطة	DET+NOUN-NSUFF_FEM_SG	كارطة
15351	bech	arabizi	باش	باش	FUT_PART	باش
15352	t3awed	arabizi	تعاود	تعاود	IV2S-IV	عاود
15353	tatle3	arabizi	تطلع	تطلع	IV3FS-IV	طلع
15354	.	arabizi	.	.	PUNC	PUNC
15355	y3ichek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+IVSUFF_DO:2S]INTERJ	عيّش
15356	7at	arabizi	حط	حطّ	CV2S-CV	حطّ
15357	wtilek	arabizi	وتيلك	وتيل+ك	NOUN+POSS_PRON_2S	وتيل
15358	wnoumrou	arabizi	ونومرو	و+نومرو	CONJ+NOUN	نومرو
15359	talifounek	arabizi	تاليفونك	تاليفون+ك	NOUN+POSS_PRON_2S	تاليفون
15360	3alwar9a	arabizi	عالورقة	ع+ال+ورقة	PREP+DET+NOUN-NSUFF_FEM_SG	ورقة
15361	hethi	arabizi	هاذي	هاذي	DEM_ADJ_3FS	هاذا
15362	,	arabizi	،	،	PUNC	PUNC
15363	bech	arabizi	باش	باش	FUT_PART	باش
15364	nejmou	arabizi	ننجّموا	ننجّموا	IV1P-IV-IVSUFF_SUBJ:P	نجّم
15365	netteslou	arabizi	نتّصلوا	نتّصلوا	IV1P-IV-IVSUFF_SUBJ:P	اتّصل
15366	bik	arabizi	بيك	ب+ك	PREP+PRON_2S	ب
15367	.	arabizi	.	.	PUNC	PUNC
15368	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15369	takra	arabizi	تقرا	تقرا	CV2S-CV	قرا
15370	ente	arabizi	انت	انت	PRON_2S	هو
15371	?	arabizi	؟	؟	PUNC	PUNC
15372	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15373	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
15374	5ima	arabizi	خيمة	خيمة	NOUN-NSUFF_FEM_SG	خيمة
15375	.	arabizi	.	.	PUNC	PUNC
15376	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15377	tawa	arabizi	توا	توا	ADV	توا
15378	madhi	arabizi	ماضي	ماضي	NOUN	ماضي
15379	sei3a	arabizi	ساعة	ساعة	NOUN-NSUFF_FEM_SG	ساعة
15380	warb3a	arabizi	واربعة	و+اربعة	CONJ+NOUN_NUM	اربعة
15381	d9aye9	arabizi	دقايق	دقايق	NOUN	دقيقة
15382	mte3	arabizi	متاع	متاع	PREP	متاع
15383	La3chia	arabizi	العشية	ال+عشية	DET+NOUN-NSUFF_FEM_SG	عشية
15384	.	arabizi	.	.	PUNC	PUNC
15385	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15386	fi	arabizi	في	في	PREP	في
15387	lmochtaryet	arabizi	المشتريات	ال+مشتريات	DET+NOUN-NSUFF_FEM_PL	مشتري
15388	elli	arabizi	اللي	اللي	REL_PRON	اللي
15389	yfoutou	arabizi	يفوتوا	يفوتوا	IV3P-IV-IVSUFF_SUBJ:P	فات
15390	tes3in	arabizi	تسعين	تسعين	NOUN_NUM	تسعين
15391	doular	arabizi	دولار	دولار	NOUN	دولار
15392	,	arabizi	،	،	PUNC	PUNC
15393	tnajmou	arabizi	تنجّموا	تنجّموا	IV2P-IV-IVSUFF_SUBJ:P	نجّم
15394	techriw	arabizi	تشريوا	تشريوا	IV2P-IV-IVSUFF_SUBJ:P	شرى
15395	men	arabizi	من	من	PREP	من
15396	riher	arabizi	غير	غير	PREP	غير
15397	tax	arabizi	تاكس	تاكس	NOUN	تاكس
15398	.	arabizi	.	.	PUNC	PUNC
15399	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15400	fhémték	arabizi	فهمتك	فهمة+ك	PV-PVSUFF_SUBJ:1S+PVSUFF_DO:2S	فهم
15401	.	arabizi	.	.	PUNC	PUNC
15402	zouz	arabizi	زوز	زوز	NOUN_NUM	زوز
15403	tsaker	arabizi	تساكر	تساكر	NOUN	تسكرة
15404	machy	arabizi	مشي	مشي	NOUN	مشى
15405	wjay	arabizi	وجي	و+جي	CONJ+NOUN	جا
15406	lSan	arabizi	لسان	ل+سان	PREP+NOUN_PROP	سان
15407	Diego	arabizi	دياقو	دياقو	NOUN_PROP	دياقو
15408	,	arabizi	،	،	PUNC	PUNC
15409	y3ichek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+IVSUFF_DO:2S]INTERJ	عيّش
15410	.	arabizi	.	.	PUNC	PUNC
15411	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15412	momtazin	arabizi	ممتازين	ممتازين	ADJ-NSUFF_MASC_PL	ممتازين
15413	lelba7r	arabizi	للبحر	ل+ال+بحر	PREP+DET+NOUN	بحر
15414	.	arabizi	.	.	PUNC	PUNC
15415	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15416	fi	arabizi	في	في	PREP	في
15417	jorta	arabizi	جرة	جرة	NOUN-NSUFF_FEM_SG	جرة
15418	3asifa	arabizi	عاصفة	عاصفة	NOUN-NSUFF_FEM_SG	عاصف
15419	thalijiya	arabizi	ثلجية	ثلجية	ADJ-NSUFF_FEM_SG	ثلجي
15420	,	arabizi	،	،	PUNC	PUNC
15421	erra7la	arabizi	الرحلة	ال+رحلة	DET+NOUN-NSUFF_FEM_SG	رحلة
15422	sfer	arabizi	صفر	صفر	NOUN_NUM	صفر
15423	wehed	arabizi	واحد	واحد	NOUN_NUM	واحد
15424	w3achrin	arabizi	وعشرين	و+عشرين	CONJ+NOUN_NUM	عشرين
15425	mte3	arabizi	متاع	متاع	PREP	متاع
15426	l5tout	arabizi	الخطوط	ال+خطوط	DET+NOUN	خطَ
15427	ejjouya	arabizi	الجوية	ال+جوية	DET+ADJ-NSUFF_FEM_SG	جوية
15428	kanadia	arabizi	كندية	كندية	NOUN_PROP	كندية
15429	telghat	arabizi	تلغات	تلغات	PV_PASS-PVSUFF_SUBJ:3FS	لغى
15430	.	arabizi	.	.	PUNC	PUNC
15431	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15432	nal9i	arabizi	نلقي	نلقي	IV1S-IV	لقى
15433	kol	arabizi	كل	كل	NOUN_QUANT	كل
15434	chay	arabizi	شي	شي	PRON_INDEF	شي
15435	mel9ayma	arabizi	مالقايمة	م+ال+قايمة	PREP+DET+NOUN-NSUFF_FEM_SG	قايمة
15436	hethi	arabizi	هاذي	هاذي	DEM_ADJ_3FS	هاذا
15437	fi	arabizi	في	في	PREP	في
15438	lmghaza	arabizi	المغازة	ال+مغازة	DET+NOUN-NSUFF_FEM_SG	مغازة
15439	welei	arabizi	ولا	ولا	CONJ	ولا
15440	yelzemni	arabizi	يلزمني	يلزم+ني	IV3S-IV+IVSUFF_DO:1S	لزم
15441	nmchy	arabizi	نمشي	نمشي	IV1S-IV	مشى
15442	lil3attar	arabizi	للعطار	ل+ال+عطار	PREP+DET+NOUN	عطار
15443	zeda	arabizi	زادة	زادة	ADV	زادة
15444	?	arabizi	؟	؟	PUNC	PUNC
15445	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15446	winou	arabizi	وينه	وين+ه	INTERROG_PRON+PRON_3MS	وين
15447	l3ardh	arabizi	العرض	ال+عرض	DET+NOUN	عرض
15448	?	arabizi	؟	؟	PUNC	PUNC
15449	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15450	9adech	arabizi	قدّاش	قدّاش	INTERROG_ADV	قدّاش
15451	te5edh	arabizi	تاخذ	تاخذ	IV2S-IV	خذى
15452	wa9t	arabizi	وقت	وقت	NOUN	وقت
15453	ki	arabizi	كي	كي	SUB_CONJ	كي
15454	tetba3th	arabizi	تتبعث	تتبعث	IV2S-IV	تبعث
15455	3alb7ar	arabizi	عالبحر	ع+ال+بحر	PREP+DET+NOUN	بحر
15456	?	arabizi	؟	؟	PUNC	PUNC
15457	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15458	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
15459	nabdel	arabizi	نبدّل	نبدّل	IV1S-IV	بدّل
15460	tyarti	arabizi	طيارتي	طيارة+ي	NOUN-NSUFF_FEM_SG+POSS_PRON_1S	طيارة
15461	.	arabizi	.	.	PUNC	PUNC
15462	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15463	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
15464	ne5edh	arabizi	ناخذ	ناخذ	IV1S-IV	خذى
15465	drs	arabizi	درس	درس	NOUN	درس
15466	ski	arabizi	سكي	سكي	NOUN	سكي
15467	.	arabizi	.	.	PUNC	PUNC
15468	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15469	la3bed	arabizi	العبد	ال+عبد	DET+NOUN	عبد
15470	barka	arabizi	بركا	بركا	ADV	بركا
15471	?	arabizi	؟	؟	PUNC	PUNC
15472	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15473	najmou	arabizi	ننجّموا	ننجّموا	IV1P-IV-IVSUFF_SUBJ:P	نجّم
15474	nal3bou	arabizi	نلعبوا	نلعبوا	IV1P-IV-IVSUFF_SUBJ:P	لعب
15475	besbabet	arabizi	بالصبابط	ب+ال+صبابط	PREP+DET+NOUN	صبّاط
15476	hathouma	arabizi	هاذوما	هاذوما	DEM_PRON_3P	هاذا
15477	?	arabizi	؟	؟	PUNC	PUNC
15478	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15479	5odhli	arabizi	خذا لي	خذا+ل+ي	CV2S-CV+[PREP+PRON_1S]CVSUFF_IO:1S	خذى
15480	saki	arabizi	ساكي	ساك+ي	NOUN+POSS_PRON_1S	ساك
15481	.	arabizi	.	.	PUNC	PUNC
15482	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15483	chnowa	arabizi	شنوا	شنوّة	INTERROG_PRON	شنوّة
15484	yelzemni	arabizi	يلزمني	يلزم+ني	IV3MS-IV+IVSUFF_IO:1S	لزم
15485	nilbes	arabizi	نلبس	نلبس	IV1S-IV	لبس
15486	?	arabizi	؟	؟	PUNC	PUNC
15487	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15488	betbi3a	arabizi	بالطبيعة	ب+ال+طبيعة	[PREP+DET+NOUN-NSUFF_FEM_SG]ADV	طبيعة
15489	.	arabizi	.	.	PUNC	PUNC
15490	wbrabbi	arabizi	وبربي	و+ب+ربّ+ي	CONJ+[PREP+NOUN+POSS_PRON_1S]INTERJ	ربّ
15491	sallemli	arabizi	سلم لي	سلّم+ل+ي	CV2S-CV+[PREP+PRON_1S]CVSUFF_IO:1S	سلّم
15492	ala	arabizi	على	على	PREP	على
15493	lila	arabizi	للا	للا	NOUN	للا
15494	kouk	arabizi	كوك	كوك	NOUN	كوك
15495	elli	arabizi	اللي	اللي	REL_PRON	اللي
15496	3amlet	arabizi	عملت	عملت	PV-PVSUFF_SUBJ:3FS	عمل
15497	barcha	arabizi	برشا	برشا	ADV	برشا
15498	hajet	arabizi	حاجات	حاجات	NOUN-NSUFF_FEM_PL	حاجة
15499	fi	arabizi	في	في	PREP	في
15500	ejtema3na	arabizi	اجتماعنا	اجتماع+نا	NOUN+POSS_PRON_1P	اجتماع
15501	.	arabizi	.	.	PUNC	PUNC
15502	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15503	3andkom	arabizi	عندكم	عند+كم	PREP+PRON_2P	عند
15504	byout	arabizi	بيوت	بيوت	NOUN	بيت
15505	fergha	arabizi	فارغة	فارغة	ADJ-NSUFF_FEM_SG	فارغ
15506	bessoum	arabizi	بالسوم	ب+ال+سوم	PREP+DET+NOUN	سوم
15507	hathéka	arabizi	هاذاكا	هاذاكا	DEM_PRON	هاذا
15508	?	arabizi	؟	؟	PUNC	PUNC
15509	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15510	melisar	arabizi	ماليسار	م+ال+يسار	PREP+DET+NOUN	يسار
15511	,	arabizi	،	،	PUNC	PUNC
15512	hedha	arabizi	هاذا	هاذا	DEM_PRON_3MS	هاذا
15513	y5oss	arabizi	يخص	يخصّ	IV3MS-IV	خصّ
15514	lwa9t	arabizi	الوقت	ال+وقت	DET+NOUN	وقت
15515	lezem	arabizi	اللازم	ال+لازم	DET+NOUN	لازم
15516	lettasni3	arabizi	للتصنيع	ل+ال+تصنيع	PREP+DET+NOUN	تصنيع
15517	,	arabizi	،	،	PUNC	PUNC
15518	ta9dir	arabizi	تقدير	تقدير	NOUN	تقدير
15519	lkolfa	arabizi	الكلفة	ال+كلفة	DET+NOUN-NSUFF_FEM_SG	كلفة
15520	,	arabizi	،	،	PUNC	PUNC
15521	welmjazfa	arabizi	والمجازفة	و+ال+مجازفة	CONJ+DET+NOUN-NSUFF_FEM_SG	مجازفة
15522	elmalia	arabizi	المالية	ال+مالية	DET+ADJ-NSUFF_FEM_SG	مالي
15523	.	arabizi	.	.	PUNC	PUNC
15524	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15525	3anna	arabizi	عننا	عند+نا	PREP+PRON_1P	عند
15526	ken	arabizi	كان	كان	ADV	كان
15527	9iyes	arabizi	قياس	قياس	NOUN	قياس
15528	thmanya	arabizi	ثمانية	ثمانية	NOUN_NUM	ثمانية
15529	tawa	arabizi	توا	توّا	ADV	توّا
15530	.	arabizi	.	.	PUNC	PUNC
15531	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15532	mta3ddi	arabizi	متعدي	متعدي	ADJ	متعدي
15533	wabra	arabizi	وبرا	وبرا	ADV	وبرا
15534	.	arabizi	.	.	PUNC	PUNC
15535	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15536	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
15537	wehed	arabizi	واحد	واحد	PRON_INDEF	واحد
15538	s7i7	arabizi	صحيح	صحيح	ADJ	صحيح
15539	.	arabizi	.	.	PUNC	PUNC
15540	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15541	miselch	arabizi	ما يسالش	ما+يسال+ش	[NEG_PART+IV3MS-IV+NEG_PART]INTERJ	سال
15542	t3awni	arabizi	تعاونني	تعاون+ني	IV2S-IV+IVSUFF_DO:1S	عاون
15543	nel9a	arabizi	نلقى	نلقى	IV1S-IV	لقى
15544	tsaker	arabizi	تساكر	تساكر	NOUN	تسكرة
15545	?	arabizi	؟	؟	PUNC	PUNC
15546	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15547	al9ahwa	arabizi	القهوة	ال+قهوة	DET+NOUN-NSUFF_FEM_SG	قهوة
15548	hethi	arabizi	هاذي	هاذي	DEM_ADJ_3FS	هاذا
15549	9ouya	arabizi	قوية	قوية	ADJ-NSUFF_FEM_SG	قوي
15550	barcha	arabizi	برشا	برشا	ADV	برشا
15551	.	arabizi	.	.	PUNC	PUNC
15552	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15553	ta3tini	arabizi	تعطيني	تعطي+ني	IV2S-IV+IVSUFF_IO:1S	عطى
15554	m5adder	arabizi	مخدر	مخدر	NOUN	مخدر
15555	y3ichek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+IVSUFF_DO:2S]INTERJ	عيّش
15556	?	arabizi	؟	؟	PUNC	PUNC
15557	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15558	ghazrtou	arabizi	غزرتوا	غزرتوا	PV-PVSUFF_SUBJ:2P	غزر
15559	mlii7	arabizi	مليح	مليح	ADV	مليح
15560	lelmottham	arabizi	للمتهم	ل+ال+متّهم	PREP+DET+NOUN	متّهم
15561	?	arabizi	؟	؟	PUNC	PUNC
15562	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15563	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
15564	nechri	arabizi	نشري	نشري	IV1S-IV	شرى
15565	7aweij	arabizi	حوايج	حوايج	NOUN	حوايج
15566	de5lania	arabizi	دخلانية	دخلانية	ADJ-NSUFF_FEM_SG	دخلاني
15567	.	arabizi	.	.	PUNC	PUNC
15568	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15569	etba9	arabizi	الطبق	ال+طبق	DET+NOUN	طبق
15570	erra2isi	arabizi	الرئيسي	ال+رئيسي	DET+ADJ	رئيسي
15571	houwa	arabizi	هو	هو	PRON_3MS	هو
15572	5alit	arabizi	خليط	خليط	ADJ	خليط
15573	bin	arabizi	بين	بين	PREP	بين
15574	lba9ri	arabizi	البقري	ال+بقري	DET+NOUN	بقري
15575	lmachwi	arabizi	المشوي	ال+مشوي	DET+ADJ	مشوي
15576	wajred	arabizi	وجراد	و+جراد	CONJ+NOUN	جراد
15577	elb7ar	arabizi	البحر	ال+بحر	DET+NOUN	بحر
15578	.	arabizi	.	.	PUNC	PUNC
15579	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15580	mnin	arabizi	منين	منين	INTERROG_PRON	منين
15581	y5roj	arabizi	يخرج	يخرج	IV3MS-IV	خرج
15582	ettrinou	arabizi	الترينو	ال+ترينو	DET+NOUN	ترينو
15583	lboston	arabizi	لبوسطن	ل+بوسطن	PREP+NOUN_PROP	بوسطن
15584	?	arabizi	؟	؟	PUNC	PUNC
15585	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15586	bech	arabizi	باش	باش	FUT_PART	باش
15587	naklouh	arabizi	ناكلوه	ناكلوا+ه	IV1P-IV-IVSUFF_SUBJ:P+IVSUFF_DO:3MS	كلى
15588	m3a	arabizi	مع	مع	PREP	مع
15589	b3adhna	arabizi	بعضنا	بعض+نا	PREP+PRON_1P	بعض
15590	,	arabizi	،	،	PUNC	PUNC
15591	zidna	arabizi	زيدنا	زيدنا	PV-PVSUFF_SUBJ:1P	زاد
15592	farchita	arabizi	فرشيطة	فرشيطة	NOUN-NSUFF_FEM_SG	فرشيطة
15593	o5ra	arabizi	اخرى	اخرى	ADJ	آخر
15594	y3ichek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+IVSUFF_DO:2S]INTERJ	عيّش
15595	?	arabizi	؟	؟	PUNC	PUNC
15596	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15597	fi	arabizi	في	في	PREP	في
15598	outil	arabizi	وتيل	وتيل	NOUN	وتيل
15599	Halekulani 	arabizi	هاليكولاني	هاليكولاني	NOUN_PROP	هاليكولاني
15600	.	arabizi	.	.	PUNC	PUNC
15601	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15602	eb9adech	arabizi	بقدّاش	ب+قدّاش	PREP+INTERROG_ADV	قدّاش
15603	nekri	arabizi	نكري	نكري	IV1S-IV	كرى
15604	bibour	arabizi	بيبور	بيبور	NOUN	بيبور
15605	?	arabizi	؟	؟	PUNC	PUNC
15606	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15607	bditou	arabizi	بديتوا	بديتوا	PV-PVSUFF_SUBJ:2P	بدا
15608	te5dhou	arabizi	تاخذوا	تاخذوا	IV2P-IV-IVSUFF_SUBJ:P	خذى
15609	fi	arabizi	في	في	PREP	في
15610	komanda	arabizi	كماندات	كماندات	NOUN-NSUFF_FEM_PL	كماندة
15611	la3cha2	arabizi	العشاء	ال+عشاء	DET+NOUN	عشاء
15612	?	arabizi	؟	؟	PUNC	PUNC
15613	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15614	tawla	arabizi	طاولة	طاولة	NOUN-NSUFF_FEM_SG	طاولة
15615	ba7dh	arabizi	بحذا	بحذا	PREP	بحذا
15616	ecchobek	arabizi	الشباك	ال+شبّاك	DET+NOUN	شبّاك
15617	,	arabizi	،	،	PUNC	PUNC
15618	y3ichek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+IVSUFF_DO:2S]INTERJ	عيّش
15619	.	arabizi	.	.	PUNC	PUNC
15620	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
15621	tawrini	arabizi	توريني	تورّي+ني	CV2S-CV+CVSUFF_DO:1S	ورّى
15622	elli	arabizi	اللي	اللي	REL_PRON	اللي
15623	bjneb	arabizi	بجنب	ب+جنب	PREP+NOUN	جنب
